attrition_flag,dependent_count,marital_status,income_category,card_category,credit_limit_NaN,credit_limit,education_level
Existing Customer,2,Married,$80K - $120K,Blue,0,7567.0,High School
Attrited Customer,2,Single,$40K - $60K,Blue,0,2381.0,Post-Graduate
Existing Customer,2,Married,$120K +,Silver,0,34516.0,Graduate
Existing Customer,3,Single,Unknown,Blue,0,16411.0,Graduate
Existing Customer,4,Single,Less than $40K,Blue,0,1438.3,Unknown
Existing Customer,2,Married,$80K - $120K,Blue,0,3735.0,High School
Existing Customer,2,Single,$60K - $80K,Blue,0,22127.0,Post-Graduate
Existing Customer,0,Married,Unknown,Blue,0,5685.0,Doctorate
Existing Customer,0,Single,$40K - $60K,Blue,0,7348.0,Uneducated
Attrited Customer,2,Married,$120K +,Blue,0,11188.0,Graduate
Existing Customer,3,Single,$120K +,Blue,0,3650.0,Unknown
Existing Customer,0,Single,Less than $40K,Blue,0,5076.0,Post-Graduate
Existing Customer,4,Unknown,$60K - $80K,Silver,0,32658.0,Unknown
Existing Customer,3,Married,$80K - $120K,Blue,0,28634.0,Uneducated
Existing Customer,2,Single,Less than $40K,Blue,0,3414.0,Graduate
Existing Customer,3,Married,$80K - $120K,Blue,0,12315.0,High School
Existing Customer,2,Married,$40K - $60K,Blue,0,2690.0,Uneducated
Existing Customer,3,Single,$80K - $120K,Blue,0,12165.0,High School
Existing Customer,3,Single,Less than $40K,Blue,0,1792.0,High School
Existing Customer,1,Single,$80K - $120K,Blue,0,19300.0,Graduate
Existing Customer,2,Divorced,$40K - $60K,Blue,0,8120.0,High School
Existing Customer,5,Married,$80K - $120K,Blue,0,2292.0,High School
Existing Customer,3,Married,$80K - $120K,Blue,0,21434.0,Graduate
Existing Customer,2,Unknown,Less than $40K,Blue,0,3424.0,High School
Existing Customer,0,Married,Less than $40K,Blue,0,2787.0,Post-Graduate
Existing Customer,3,Single,Unknown,Blue,0,8696.0,Post-Graduate
Existing Customer,3,Married,$120K +,Blue,0,32446.0,Graduate
Existing Customer,2,Married,$80K - $120K,Blue,0,9133.0,High School
Existing Customer,3,Single,$80K - $120K,Blue,0,5116.0,Uneducated
Existing Customer,2,Married,$80K - $120K,Blue,0,18974.0,Unknown
Existing Customer,4,Single,$120K +,Blue,0,12101.0,High School
Existing Customer,1,Single,$40K - $60K,Blue,0,5379.0,Graduate
Existing Customer,3,Single,$120K +,Blue,0,32676.0,College
Existing Customer,4,Divorced,$120K +,Blue,0,34516.0,Graduate
Existing Customer,2,Married,$120K +,Blue,0,15202.0,Graduate
Existing Customer,2,Single,Less than $40K,Blue,0,2222.0,Uneducated
Existing Customer,2,Single,$40K - $60K,Blue,0,5858.0,Doctorate
Existing Customer,0,Married,$40K - $60K,Blue,0,2692.0,High School
Existing Customer,2,Married,Less than $40K,Blue,0,7165.0,Doctorate
Existing Customer,3,Married,Less than $40K,Blue,0,1438.3,Uneducated
Existing Customer,2,Single,$60K - $80K,Silver,0,26988.0,High School
Existing Customer,1,Single,Less than $40K,Blue,0,2517.0,High School
Attrited Customer,3,Married,$40K - $60K,Blue,0,11091.0,Doctorate
Existing Customer,4,Single,Less than $40K,Silver,0,10745.0,Graduate
Existing Customer,2,Married,Unknown,Silver,0,34516.0,Graduate
Existing Customer,1,Single,Less than $40K,Blue,0,2590.0,Uneducated
Existing Customer,4,Single,Less than $40K,Blue,0,2722.0,Graduate
Existing Customer,1,Married,Less than $40K,Blue,0,8228.0,Graduate
Existing Customer,2,Divorced,$80K - $120K,Blue,0,11777.0,Graduate
Existing Customer,4,Married,$80K - $120K,Blue,0,34516.0,High School
Existing Customer,3,Divorced,$80K - $120K,Blue,0,14821.0,Unknown
Existing Customer,1,Single,Less than $40K,Blue,0,1438.3,Unknown
Existing Customer,2,Single,Less than $40K,Blue,0,6131.0,Doctorate
Existing Customer,5,Single,$80K - $120K,Blue,0,2047.0,High School
Existing Customer,3,Single,$80K - $120K,Blue,0,22380.0,Graduate
Existing Customer,3,Married,$80K - $120K,Blue,0,12893.0,High School
Existing Customer,3,Single,Less than $40K,Blue,0,3351.0,High School
Existing Customer,2,Married,Less than $40K,Blue,0,5093.0,High School
Existing Customer,1,Married,$40K - $60K,Blue,0,1438.3,Graduate
Existing Customer,4,Single,$60K - $80K,Blue,0,2165.0,High School
Existing Customer,1,Single,Less than $40K,Blue,0,1927.0,Graduate
Existing Customer,1,Single,Unknown,Blue,0,22125.0,Graduate
Existing Customer,3,Married,$120K +,Blue,0,34516.0,College
Existing Customer,1,Divorced,$120K +,Blue,0,5260.0,Graduate
Existing Customer,1,Married,Less than $40K,Blue,0,1438.3,Uneducated
Attrited Customer,4,Single,$40K - $60K,Blue,0,4333.0,College
Existing Customer,4,Married,Less than $40K,Blue,0,6637.0,Unknown
Existing Customer,2,Single,$120K +,Blue,0,3174.0,Graduate
Existing Customer,2,Married,Less than $40K,Blue,0,4396.0,Uneducated
Attrited Customer,2,Single,$80K - $120K,Blue,0,34516.0,Unknown
Existing Customer,3,Married,Less than $40K,Blue,0,1438.3,High School
Existing Customer,2,Single,Less than $40K,Blue,0,6853.0,Unknown
Existing Customer,0,Married,Less than $40K,Blue,0,2570.0,High School
Existing Customer,1,Divorced,Less than $40K,Blue,0,2166.0,High School
Existing Customer,1,Divorced,Unknown,Blue,0,3647.0,Uneducated
Existing Customer,3,Single,$60K - $80K,Blue,0,11684.0,Graduate
Existing Customer,4,Single,$60K - $80K,Blue,0,4475.0,Graduate
Existing Customer,1,Single,$60K - $80K,Blue,0,16604.0,Graduate
Existing Customer,1,Married,$40K - $60K,Blue,0,5446.0,High School
Existing Customer,3,Unknown,$80K - $120K,Blue,0,28700.0,Graduate
Existing Customer,3,Married,$60K - $80K,Blue,0,2888.0,Graduate
Existing Customer,2,Married,$60K - $80K,Blue,0,9451.0,Graduate
Existing Customer,3,Married,$80K - $120K,Blue,0,13933.0,Graduate
Existing Customer,1,Married,Less than $40K,Blue,0,6130.0,High School
Existing Customer,3,Married,$60K - $80K,Blue,0,15008.0,High School
Existing Customer,1,Married,$40K - $60K,Blue,0,4583.0,College
Attrited Customer,4,Single,$40K - $60K,Blue,0,5268.0,Graduate
Existing Customer,2,Married,$60K - $80K,Blue,0,14976.0,Post-Graduate
Existing Customer,3,Single,Less than $40K,Blue,0,2282.0,College
Attrited Customer,3,Married,$80K - $120K,Blue,0,5130.0,Post-Graduate
Existing Customer,3,Married,Less than $40K,Blue,0,5702.0,Uneducated
Existing Customer,4,Single,$80K - $120K,Blue,0,14480.0,Unknown
Existing Customer,3,Divorced,$40K - $60K,Blue,0,7570.0,Graduate
Existing Customer,2,Married,$80K - $120K,Blue,0,12878.0,Uneducated
Existing Customer,2,Single,$60K - $80K,Silver,0,26218.0,High School
Existing Customer,3,Single,$120K +,Silver,0,34516.0,High School
Existing Customer,3,Single,Unknown,Blue,0,2804.0,High School
Existing Customer,1,Married,$40K - $60K,Blue,0,5801.0,Doctorate
Existing Customer,0,Married,Less than $40K,Blue,0,2271.0,Graduate
Existing Customer,1,Married,Less than $40K,Blue,0,3107.0,Graduate
Existing Customer,4,Single,Less than $40K,Blue,0,2001.0,Graduate
Existing Customer,1,Single,$80K - $120K,Blue,0,1438.3,Uneducated
Existing Customer,1,Single,Unknown,Blue,0,4465.0,Graduate
Existing Customer,1,Married,$60K - $80K,Blue,0,3264.0,High School
Existing Customer,4,Unknown,$80K - $120K,Blue,0,26856.0,Graduate
Existing Customer,1,Single,$80K - $120K,Silver,0,34516.0,High School
Existing Customer,4,Single,$80K - $120K,Blue,0,21756.0,Graduate
Existing Customer,4,Married,Less than $40K,Blue,0,4726.0,Unknown
Attrited Customer,5,Single,$60K - $80K,Gold,0,34516.0,Graduate
Existing Customer,2,Single,Less than $40K,Blue,0,5596.0,Graduate
Existing Customer,0,Single,$80K - $120K,Blue,0,15326.0,Uneducated
Existing Customer,1,Single,$80K - $120K,Blue,0,11373.0,Graduate
Existing Customer,0,Single,Less than $40K,Blue,0,2644.0,Unknown
Existing Customer,1,Single,$40K - $60K,Blue,0,2673.0,High School
Existing Customer,4,Married,$60K - $80K,Blue,0,7477.0,High School
Existing Customer,4,Married,$80K - $120K,Blue,0,16227.0,High School
Existing Customer,2,Single,$80K - $120K,Blue,0,19110.0,High School
Existing Customer,2,Single,$40K - $60K,Blue,0,2993.0,Graduate
Existing Customer,2,Married,$80K - $120K,Blue,0,3290.0,High School
Existing Customer,3,Single,Less than $40K,Silver,0,11176.0,High School
Existing Customer,4,Married,Unknown,Blue,0,21416.0,Unknown
Existing Customer,2,Married,$80K - $120K,Blue,0,2492.0,Graduate
Existing Customer,2,Single,$60K - $80K,Blue,0,14265.0,High School
Existing Customer,4,Single,$40K - $60K,Silver,0,16985.0,Graduate
Existing Customer,4,Single,Less than $40K,Blue,0,7469.0,Unknown
Existing Customer,4,Married,Less than $40K,Blue,0,4592.0,Unknown
Existing Customer,4,Single,Less than $40K,Blue,0,4341.0,High School
Existing Customer,4,Divorced,$80K - $120K,Gold,0,34516.0,College
Existing Customer,3,Unknown,$60K - $80K,Silver,0,27710.0,Graduate
Existing Customer,1,Single,Less than $40K,Silver,0,13431.0,High School
Existing Customer,1,Unknown,$60K - $80K,Blue,0,2645.0,Graduate
Existing Customer,3,Single,$120K +,Blue,0,14028.0,High School
Existing Customer,1,Divorced,$80K - $120K,Blue,0,34516.0,Graduate
Existing Customer,3,Single,$80K - $120K,Blue,0,5699.0,Doctorate
Existing Customer,3,Divorced,$120K +,Blue,0,16284.0,Uneducated
Existing Customer,0,Single,Less than $40K,Blue,0,3226.0,Uneducated
Existing Customer,2,Married,$80K - $120K,Blue,0,2803.0,Uneducated
Existing Customer,1,Married,$120K +,Blue,0,34516.0,College
Existing Customer,1,Single,Less than $40K,Blue,0,2192.0,High School
Existing Customer,3,Single,Unknown,Blue,0,8318.0,Uneducated
Attrited Customer,3,Unknown,$60K - $80K,Blue,0,6391.0,Uneducated
Existing Customer,3,Married,Less than $40K,Blue,0,4736.0,College
Existing Customer,1,Single,$60K - $80K,Blue,0,9944.0,Graduate
Existing Customer,3,Married,$40K - $60K,Blue,0,4717.0,Uneducated
Existing Customer,4,Unknown,Unknown,Blue,0,12778.0,Uneducated
Existing Customer,3,Married,$60K - $80K,Blue,0,16920.0,Uneducated
Existing Customer,2,Unknown,Less than $40K,Blue,0,3240.0,Unknown
Existing Customer,0,Divorced,Less than $40K,Blue,0,4704.0,Graduate
Existing Customer,5,Single,$40K - $60K,Blue,0,14987.0,Unknown
Existing Customer,1,Single,$80K - $120K,Blue,0,3554.0,Graduate
Existing Customer,3,Married,$120K +,Blue,0,9227.0,Graduate
Existing Customer,1,Married,$120K +,Blue,0,7522.0,College
Existing Customer,0,Married,Less than $40K,Blue,0,1677.0,High School
Existing Customer,1,Single,$60K - $80K,Blue,0,2319.0,Uneducated
Existing Customer,1,Married,Less than $40K,Blue,0,2722.0,Uneducated
Existing Customer,2,Married,Less than $40K,Blue,0,2046.0,Doctorate
Existing Customer,4,Single,$80K - $120K,Silver,0,34516.0,Uneducated
Existing Customer,3,Single,$80K - $120K,Blue,0,18531.0,College
Existing Customer,4,Married,$40K - $60K,Blue,0,4112.0,High School
Existing Customer,4,Single,$120K +,Blue,0,34516.0,High School
Existing Customer,2,Single,$80K - $120K,Silver,0,34516.0,Graduate
Existing Customer,1,Married,Less than $40K,Blue,0,4683.0,High School
Existing Customer,0,Married,$40K - $60K,Blue,0,1438.3,High School
Existing Customer,3,Married,Less than $40K,Blue,0,4224.0,High School
Existing Customer,3,Married,$60K - $80K,Blue,0,7133.0,Unknown
Existing Customer,1,Single,Unknown,Blue,0,10253.0,Graduate
Existing Customer,2,Single,$40K - $60K,Blue,0,4210.0,Graduate
Existing Customer,3,Single,$120K +,Blue,0,12630.0,Graduate
Existing Customer,0,Divorced,Unknown,Blue,0,21084.0,College
Attrited Customer,2,Single,Less than $40K,Blue,0,3639.0,Graduate
Existing Customer,1,Divorced,$120K +,Blue,0,31945.0,High School
Attrited Customer,0,Single,Unknown,Blue,0,5894.0,Unknown
Existing Customer,1,Single,Less than $40K,Blue,0,2209.0,High School
Existing Customer,1,Single,$60K - $80K,Blue,0,23447.0,Graduate
Existing Customer,3,Single,$80K - $120K,Blue,0,4180.0,Post-Graduate
Existing Customer,1,Single,$40K - $60K,Blue,0,4930.0,Graduate
Existing Customer,3,Married,$60K - $80K,Blue,0,3417.0,Graduate
Existing Customer,1,Single,Less than $40K,Blue,0,4785.0,Graduate
Existing Customer,3,Married,Less than $40K,Silver,0,12685.0,Unknown
Existing Customer,3,Single,$80K - $120K,Blue,0,21374.0,Uneducated
Existing Customer,2,Married,$60K - $80K,Blue,0,1911.0,High School
Existing Customer,2,Single,Less than $40K,Blue,0,8666.0,High School
Existing Customer,0,Married,$60K - $80K,Blue,0,2759.0,Doctorate
Attrited Customer,2,Single,Unknown,Blue,0,5984.0,Doctorate
Existing Customer,4,Unknown,Unknown,Blue,0,23000.0,High School
Existing Customer,2,Single,$60K - $80K,Blue,0,1438.3,High School
Existing Customer,3,Married,Less than $40K,Blue,0,2976.0,Unknown
Existing Customer,3,Single,$120K +,Blue,0,34516.0,High School
Existing Customer,1,Married,$60K - $80K,Blue,0,1438.3,High School
Existing Customer,0,Divorced,$80K - $120K,Blue,0,16099.0,Uneducated
Existing Customer,2,Single,$80K - $120K,Blue,0,19595.0,Uneducated
Existing Customer,4,Single,$60K - $80K,Blue,0,13193.0,Post-Graduate
Existing Customer,3,Single,$40K - $60K,Blue,0,8184.0,College
Existing Customer,1,Married,Less than $40K,Blue,0,2607.0,High School
Existing Customer,2,Married,Less than $40K,Blue,0,5758.0,Post-Graduate
Existing Customer,2,Single,$120K +,Blue,0,25873.0,High School
Existing Customer,2,Divorced,$60K - $80K,Blue,0,2695.0,Doctorate
Existing Customer,3,Married,$80K - $120K,Blue,0,20860.0,High School
Existing Customer,4,Married,$40K - $60K,Blue,0,1892.0,Graduate
Existing Customer,3,Married,$80K - $120K,Blue,0,27751.0,Uneducated
Existing Customer,5,Married,$80K - $120K,Blue,0,34516.0,Uneducated
Existing Customer,3,Single,$80K - $120K,Blue,0,24580.0,Uneducated
Attrited Customer,2,Married,$80K - $120K,Blue,0,29893.0,Uneducated
Existing Customer,1,Married,$80K - $120K,Blue,0,21165.0,Graduate
Existing Customer,4,Single,$40K - $60K,Blue,0,9148.0,Unknown
Existing Customer,2,Married,$80K - $120K,Blue,0,10979.0,High School
Existing Customer,5,Married,Less than $40K,Blue,0,6519.0,High School
Existing Customer,5,Married,$80K - $120K,Blue,0,2509.0,Uneducated
Existing Customer,2,Married,Less than $40K,Blue,0,2664.0,Graduate
Existing Customer,2,Married,Unknown,Blue,0,14999.0,Graduate
Existing Customer,1,Single,Less than $40K,Silver,0,10332.0,Graduate
Existing Customer,4,Married,$60K - $80K,Blue,0,10226.0,Graduate
Attrited Customer,3,Single,$60K - $80K,Blue,0,12050.0,High School
Existing Customer,2,Single,$120K +,Blue,0,26124.0,College
Existing Customer,3,Divorced,Less than $40K,Blue,0,9816.0,Post-Graduate
Existing Customer,2,Single,Less than $40K,Blue,0,2783.0,High School
Existing Customer,3,Unknown,$60K - $80K,Blue,0,15942.0,Graduate
Existing Customer,3,Single,Less than $40K,Silver,0,12222.0,Post-Graduate
Existing Customer,4,Married,Less than $40K,Blue,0,4002.0,Graduate
Existing Customer,0,Single,$80K - $120K,Silver,0,34516.0,Graduate
Existing Customer,2,Single,$80K - $120K,Blue,0,10227.0,Unknown
Existing Customer,2,Single,Less than $40K,Blue,0,4265.0,High School
Existing Customer,2,Unknown,$60K - $80K,Blue,0,13867.0,High School
Existing Customer,2,Divorced,$40K - $60K,Blue,0,2243.0,High School
Existing Customer,2,Married,$40K - $60K,Blue,0,11239.0,High School
Existing Customer,2,Single,$60K - $80K,Blue,0,22558.0,Uneducated
Existing Customer,5,Married,$120K +,Silver,0,34516.0,Unknown
Existing Customer,2,Married,$80K - $120K,Blue,0,23510.0,College
Existing Customer,0,Unknown,$40K - $60K,Blue,0,1651.0,Uneducated
Existing Customer,1,Single,Less than $40K,Blue,0,8693.0,Unknown
Existing Customer,2,Married,Less than $40K,Blue,0,4549.0,College
Existing Customer,2,Married,$80K - $120K,Blue,0,3558.0,High School
Attrited Customer,1,Single,Less than $40K,Blue,0,7176.0,Uneducated
Existing Customer,3,Single,$80K - $120K,Silver,0,34516.0,Uneducated
Existing Customer,3,Single,$60K - $80K,Blue,0,18293.0,Graduate
Existing Customer,2,Divorced,Unknown,Blue,0,18332.0,Graduate
Existing Customer,2,Divorced,$80K - $120K,Blue,0,6383.0,Graduate
Existing Customer,3,Single,Less than $40K,Silver,0,13441.0,Graduate
Existing Customer,2,Married,$120K +,Blue,0,20114.0,High School
Existing Customer,2,Single,Less than $40K,Blue,0,2019.0,Unknown
Existing Customer,3,Single,$60K - $80K,Silver,0,34516.0,Unknown
Attrited Customer,5,Single,$80K - $120K,Blue,0,1438.3,Uneducated
Attrited Customer,4,Married,$60K - $80K,Blue,0,8017.0,High School
Existing Customer,1,Married,Unknown,Blue,0,8519.0,Unknown
Existing Customer,3,Single,$80K - $120K,Blue,0,34516.0,Uneducated
Existing Customer,0,Divorced,$60K - $80K,Blue,0,9474.0,Unknown
Existing Customer,3,Single,Less than $40K,Blue,0,6587.0,Post-Graduate
Existing Customer,1,Single,$60K - $80K,Blue,0,2999.0,Graduate
Existing Customer,3,Single,$60K - $80K,Blue,0,7154.0,High School
Existing Customer,2,Married,$80K - $120K,Blue,0,4039.0,Unknown
Existing Customer,3,Married,$80K - $120K,Blue,0,5516.0,Doctorate
Existing Customer,0,Single,Less than $40K,Blue,0,5577.0,High School
Existing Customer,3,Unknown,$80K - $120K,Blue,0,8628.0,Unknown
Existing Customer,2,Single,$120K +,Blue,0,30137.0,College
Existing Customer,3,Married,Less than $40K,Blue,0,9778.0,Uneducated
Existing Customer,3,Single,$120K +,Blue,0,20912.0,Graduate
Existing Customer,3,Single,$120K +,Blue,0,14699.0,Uneducated
Existing Customer,3,Single,$60K - $80K,Blue,0,10350.0,High School
Existing Customer,4,Single,$40K - $60K,Blue,0,11346.0,Uneducated
Existing Customer,2,Single,Less than $40K,Gold,0,15987.0,High School
Existing Customer,3,Single,$60K - $80K,Blue,0,19711.0,High School
Existing Customer,4,Single,$40K - $60K,Blue,0,8650.0,High School
Existing Customer,2,Single,$80K - $120K,Silver,0,34516.0,High School
Existing Customer,2,Married,$80K - $120K,Blue,0,9748.0,College
Existing Customer,3,Unknown,Less than $40K,Blue,0,2454.0,High School
Attrited Customer,3,Unknown,$120K +,Blue,0,34516.0,Unknown
Existing Customer,3,Unknown,Less than $40K,Blue,0,4255.0,Post-Graduate
Existing Customer,4,Single,Less than $40K,Blue,0,3271.0,Graduate
Existing Customer,0,Single,Less than $40K,Blue,0,3480.0,Uneducated
Existing Customer,3,Single,$80K - $120K,Blue,0,13306.0,High School
Existing Customer,3,Single,$80K - $120K,Blue,0,13637.0,Uneducated
Existing Customer,3,Single,$60K - $80K,Blue,0,6733.0,Unknown
Existing Customer,3,Single,Less than $40K,Blue,0,2728.0,Unknown
Existing Customer,4,Married,$40K - $60K,Blue,0,6250.0,High School
Existing Customer,4,Married,$40K - $60K,Blue,0,3653.0,High School
Existing Customer,3,Divorced,$60K - $80K,Blue,0,22919.0,Unknown
Existing Customer,1,Single,$120K +,Blue,0,34516.0,High School
Existing Customer,3,Married,$80K - $120K,Blue,0,4198.0,High School
Existing Customer,3,Single,$60K - $80K,Blue,0,7532.0,High School
Existing Customer,5,Single,$60K - $80K,Blue,0,4587.0,High School
Attrited Customer,4,Married,$80K - $120K,Blue,0,12250.0,Uneducated
Existing Customer,4,Single,$80K - $120K,Blue,0,17753.0,Graduate
Existing Customer,1,Single,Less than $40K,Silver,0,12535.0,Uneducated
Existing Customer,3,Married,Less than $40K,Blue,0,3541.0,Graduate
Existing Customer,3,Divorced,Unknown,Blue,0,14622.0,Post-Graduate
Existing Customer,3,Married,$80K - $120K,Blue,0,23973.0,Uneducated
Existing Customer,3,Single,$80K - $120K,Blue,0,29200.0,College
Existing Customer,2,Single,$60K - $80K,Blue,0,10077.0,Graduate
Existing Customer,4,Married,Unknown,Blue,0,8667.0,Unknown
Existing Customer,3,Single,$60K - $80K,Blue,0,12871.0,Post-Graduate
Existing Customer,2,Single,$60K - $80K,Blue,0,2346.0,Unknown
Existing Customer,2,Divorced,Less than $40K,Blue,0,9919.0,Graduate
Existing Customer,3,Single,$120K +,Blue,0,17087.0,Graduate
Attrited Customer,3,Married,Less than $40K,Blue,0,5505.0,Post-Graduate
Existing Customer,3,Divorced,Less than $40K,Blue,0,1902.0,Graduate
Existing Customer,0,Single,Less than $40K,Blue,0,4254.0,Graduate
Existing Customer,2,Unknown,$80K - $120K,Blue,0,9854.0,Doctorate
Existing Customer,4,Married,Less than $40K,Blue,0,7711.0,Graduate
Existing Customer,0,Married,Less than $40K,Blue,0,3213.0,College
Existing Customer,2,Unknown,$120K +,Blue,0,3132.0,Unknown
Existing Customer,3,Divorced,Less than $40K,Blue,0,9977.0,High School
Existing Customer,2,Married,Unknown,Blue,0,5659.0,Post-Graduate
Attrited Customer,0,Single,$40K - $60K,Silver,0,17161.0,Graduate
Existing Customer,1,Single,Unknown,Blue,0,5018.0,Graduate
Existing Customer,3,Married,Unknown,Blue,0,11474.0,High School
Existing Customer,3,Married,$40K - $60K,Blue,0,7925.0,College
Existing Customer,0,Single,Less than $40K,Silver,0,12793.0,Uneducated
Existing Customer,2,Single,Less than $40K,Blue,0,4834.0,Unknown
Existing Customer,3,Married,Less than $40K,Blue,0,1438.3,High School
Existing Customer,3,Single,$120K +,Blue,0,12948.0,Graduate
Attrited Customer,4,Single,$60K - $80K,Blue,0,5662.0,Doctorate
Existing Customer,2,Single,Less than $40K,Blue,0,2799.0,Graduate
Existing Customer,2,Married,$80K - $120K,Blue,0,6030.0,High School
Existing Customer,2,Divorced,$80K - $120K,Blue,0,6779.0,Doctorate
Existing Customer,1,Divorced,$40K - $60K,Silver,0,15248.0,Uneducated
Existing Customer,3,Single,$60K - $80K,Blue,0,15583.0,Post-Graduate
Existing Customer,1,Married,$40K - $60K,Blue,0,2576.0,Graduate
Existing Customer,1,Married,$60K - $80K,Silver,0,25270.0,Post-Graduate
Existing Customer,4,Single,$60K - $80K,Blue,0,8717.0,Doctorate
Existing Customer,4,Married,$80K - $120K,Blue,0,1438.3,Unknown
Existing Customer,5,Single,$80K - $120K,Blue,0,33755.0,Graduate
Existing Customer,2,Single,$40K - $60K,Blue,0,7282.0,Uneducated
Existing Customer,4,Single,$80K - $120K,Blue,0,7260.0,Graduate
Existing Customer,3,Married,Less than $40K,Silver,0,12952.0,High School
Existing Customer,2,Single,Less than $40K,Blue,0,5353.0,Unknown
Existing Customer,0,Married,$60K - $80K,Blue,0,11741.0,Graduate
Existing Customer,4,Single,Less than $40K,Blue,0,2609.0,Uneducated
Existing Customer,1,Married,Unknown,Blue,0,11167.0,Uneducated
Existing Customer,3,Married,$80K - $120K,Blue,0,20882.0,Unknown
Existing Customer,2,Single,$120K +,Gold,0,34516.0,Unknown
Existing Customer,1,Single,$40K - $60K,Blue,0,3071.0,Post-Graduate
Existing Customer,2,Divorced,$60K - $80K,Blue,0,2267.0,Post-Graduate
Existing Customer,2,Single,$120K +,Blue,0,6617.0,College
Existing Customer,2,Divorced,Less than $40K,Blue,0,3276.0,Unknown
Existing Customer,0,Married,$120K +,Blue,0,10097.0,Graduate
Existing Customer,3,Married,Less than $40K,Blue,0,8260.0,High School
Existing Customer,4,Married,$40K - $60K,Blue,0,5776.0,Unknown
Existing Customer,4,Divorced,Less than $40K,Blue,0,1438.3,Graduate
Existing Customer,3,Single,Less than $40K,Blue,0,7207.0,Uneducated
Attrited Customer,1,Married,$120K +,Blue,0,2106.0,High School
Existing Customer,3,Married,$60K - $80K,Blue,0,21158.0,Post-Graduate
Existing Customer,3,Married,$120K +,Blue,0,22906.0,High School
Existing Customer,2,Married,$60K - $80K,Blue,0,2648.0,Graduate
Existing Customer,4,Single,Unknown,Silver,0,30702.0,Graduate
Existing Customer,1,Single,$120K +,Blue,0,34516.0,Uneducated
Existing Customer,1,Divorced,Unknown,Blue,0,17054.0,Uneducated
Attrited Customer,3,Single,$60K - $80K,Blue,0,16317.0,Uneducated
Existing Customer,1,Single,$80K - $120K,Blue,0,3761.0,Graduate
Existing Customer,3,Married,$40K - $60K,Blue,0,2173.0,Unknown
Existing Customer,1,Single,$40K - $60K,Silver,0,15845.0,Unknown
Attrited Customer,1,Married,$40K - $60K,Blue,0,8061.0,Graduate
Existing Customer,2,Unknown,$120K +,Blue,0,34516.0,High School
Existing Customer,4,Married,$80K - $120K,Blue,0,19430.0,Uneducated
Existing Customer,1,Single,Unknown,Blue,0,19127.0,Uneducated
Existing Customer,0,Divorced,$40K - $60K,Blue,0,2708.0,Uneducated
Existing Customer,1,Single,Unknown,Blue,0,23566.0,Unknown
Existing Customer,2,Married,Unknown,Blue,0,2532.0,High School
Existing Customer,2,Single,$60K - $80K,Blue,0,9829.0,High School
Existing Customer,3,Single,$40K - $60K,Blue,0,7226.0,Post-Graduate
Existing Customer,1,Unknown,Less than $40K,Blue,0,4072.0,College
Existing Customer,3,Single,Unknown,Blue,0,21646.0,Uneducated
Existing Customer,3,Single,Less than $40K,Blue,0,1438.3,Graduate
Existing Customer,3,Married,$120K +,Blue,0,14046.0,High School
Existing Customer,4,Married,$60K - $80K,Silver,0,25620.0,Uneducated
Attrited Customer,4,Single,$120K +,Blue,0,34516.0,Unknown
Existing Customer,0,Single,$40K - $60K,Silver,0,21358.0,Graduate
Attrited Customer,0,Single,$60K - $80K,Blue,0,1856.0,Unknown
Existing Customer,3,Single,$80K - $120K,Blue,0,1438.3,Unknown
Existing Customer,1,Single,Less than $40K,Blue,0,2586.0,Unknown
Existing Customer,2,Married,$80K - $120K,Blue,0,3281.0,Graduate
Existing Customer,1,Married,Less than $40K,Blue,0,7115.0,Uneducated
Existing Customer,3,Single,Unknown,Blue,0,13220.0,High School
Existing Customer,3,Unknown,$60K - $80K,Blue,0,5996.0,Unknown
Attrited Customer,4,Unknown,$40K - $60K,Blue,0,9080.0,Post-Graduate
Existing Customer,2,Single,Unknown,Blue,0,7563.0,Post-Graduate
Existing Customer,1,Married,Less than $40K,Blue,0,8749.0,Graduate
Existing Customer,2,Single,$60K - $80K,Blue,0,14973.0,Uneducated
Existing Customer,0,Single,Unknown,Blue,0,7108.0,Unknown
Existing Customer,1,Single,Unknown,Blue,0,23007.0,High School
Existing Customer,5,Married,$60K - $80K,Blue,0,24248.0,High School
Attrited Customer,2,Single,$80K - $120K,Blue,0,11617.0,Graduate
Existing Customer,2,Married,$60K - $80K,Silver,0,30428.0,Unknown
Existing Customer,3,Married,$80K - $120K,Blue,0,6805.0,College
Existing Customer,1,Married,$60K - $80K,Blue,0,14257.0,Uneducated
Attrited Customer,3,Divorced,$120K +,Silver,0,34516.0,High School
Existing Customer,2,Single,Less than $40K,Blue,0,5719.0,Unknown
Existing Customer,5,Married,$80K - $120K,Blue,0,9517.0,High School
Attrited Customer,3,Single,$40K - $60K,Blue,0,5317.0,Uneducated
Existing Customer,3,Single,$40K - $60K,Blue,0,2526.0,Post-Graduate
Existing Customer,2,Single,Less than $40K,Blue,0,2971.0,Unknown
Existing Customer,2,Single,Less than $40K,Blue,0,6834.0,High School
Existing Customer,2,Married,Unknown,Blue,0,3002.0,High School
Existing Customer,2,Single,$60K - $80K,Blue,0,16727.0,College
Existing Customer,4,Married,$60K - $80K,Blue,0,4573.0,Doctorate
Existing Customer,2,Single,$80K - $120K,Blue,0,15410.0,Graduate
Existing Customer,2,Single,$40K - $60K,Blue,0,3299.0,Uneducated
