gender,address,trade_term,recept_balance,age
M,서울시 중구 신당동,11,494724,28
F,서울시 성북구 월곡1동,5,448832,53
M,서울시 은평구 신사1동,3,714927,44
F,서울시 은평구 수색동,16,712921,29
M,서울시 동대문구 전농2동,8,4349922,41
M,서울시 동대문구 제기동,9,822562,54
F,서울시 강동구 천호2동,2,867810,30
M,서울시 중랑구 면목4동,21,718045,67
M,서울시 관악구 청림동,12,21364304,54
F,서울시 강서구 방화1동,3,936107,60
F,서울시 관악구 은천동,6,18695,36
F,서울시 성동구 왕십리도선동,15,23038,44
F,서울시 금천구 대림1동,4,7637614,36
F,서울시 성북구 돈암2동,8,8094971,54
F,서울시 은평구 증산동,8,4709410,54
F,서울시 금천구 도림동,6,633016,66
F,서울시 금천구 시흥5동,21,943821,34
F,서울시 은평구 응암1동,3,617747,40
M,서울시 은평구 응암1동,7,903951,52
F,서울시 마포구 염리동,18,4559120,45
M,서울시 송파구 가락2동,2,9300196,49
F,서울시 서초구 반포3동,5,920543,29
M,서울시 노원구 상계4동,8,18938488,33
M,서울시 중랑구 신내1동,15,639501,55
M,서울시 양천구 신정3동,13,309864936,66
F,서울시 양천구 신월2동,11,671392,37
M,서울시 강서구 염창동,16,775131,30
M,서울시 강동구 명일1동,11,6815864,28
M,서울시 노원구 공릉1동,14,56049,63
F,서울시 중랑구 면목2동,12,19512419,59
M,서울시 노원구 중계1동,4,815325,57
M,서울시 용산구 이촌1동,5,7736475,53
F,서울시 은평구 증산동,7,579364,21
M,서울시 성북구 정릉2동,3,554057,45
M,서울시 강동구 성내2동,1,461398,63
F,서울시 도봉구 방학1동,13,5048394,63
M,서울시 노원구 공릉1동,9,317561136,59
M,서울시 금천구 독산2동,5,9127288,36
F,서울시 마포구 서교동,3,834600,54
M,서울시 중랑구 묵2동,5,355862656,39
F,서울시 강북구 수유3동,3,397856,38
M,서울시 강남구 일원본동,4,661805,60
F,서울시 관악구 서림동,2,16399013,59
F,서울시 동작구 상도4동,9,16127125,57
F,서울시 도봉구 창2동,17,6951875,28
F,서울시 동작구 사당1동,12,568942,57
M,서울시 광진구 자양1동,15,28438488,50
M,서울시 마포구 공덕동,15,12429400,43
M,서울시 송파구 장지동,14,848681,45
M,서울시 서초구 방배2동,12,18457070,48
M,서울시 도봉구 쌍문4동,1,692350,68
F,서울시 양천구 신월1동,6,6189128,69
M,서울시 구로구 가리봉동,13,6184826,71
F,서울시 중랑구 면목5동,15,850586,57
M,서울시 금천구 신길6동,1,365324,43
F,서울시 광진구 자양3동,2,5776936,22
M,서울시 노원구 월계2동,17,80691,24
F,서울시 관악구 대학동,9,875157,56
M,서울시 은평구 응암2동,11,6378420,29
F,서울시 광진구 중곡3동,4,223091,37
M,서울시 구로구 구로2동,12,8426258,71
M,서울시 서초구 방배1동,8,676017,46
F,서울시 강동구 암사2동,18,8396438,54
F,서울시 강남구 대치4동,7,9035953,29
F,서울시 양천구 신정2동,17,23992801,24
M,서울시 광진구 중곡2동,8,2355003,45
M,서울시 송파구 잠실본동,12,568942,65
F,서울시 중랑구 묵1동,17,95259,33
M,서울시 서대문구 천연동,10,875126,44
F,서울시 강남구 역삼2동,19,4559120,34
M,서울시 구로구 수궁동,5,9485402,28
F,서울시 은평구 응암3동,1,672374,64
M,서울시 서초구 잠원동,22,196050331,38
F,서울시 노원구 상계5동,17,9285179,37
M,서울시 성동구 성수2가1동,9,21364304,53
M,서울시 강동구 암사3동,5,397569,39
M,서울시 송파구 장지동,4,903992,57
F,서울시 강남구 일원1동,12,840937,62
M,서울시 마포구 망원1동,16,6912711,50
F,서울시 은평구 대조동,6,6485092,58
M,서울시 동대문구 장안1동,15,963023,24
F,서울시 성동구 사근동,10,1508627,56
M,서울시 양천구 신정3동,8,903951,61
M,서울시 강서구 화곡1동,9,690985,37
M,서울시 관악구 신림동,10,427329,53
F,서울시 양천구 신월2동,1,397856,33
F,서울시 강서구 화곡1동,18,690985,55
M,서울시 구로구 개봉1동,18,19398030,52
M,서울시 송파구 풍납1동,8,604665,45
M,서울시 동작구 상도3동,6,101449,62
M,서울시 은평구 증산동,15,259902678,36
M,서울시 은평구 갈현2동,10,334936,44
F,서울시 관악구 행운동,9,971543,39
M,서울시 서초구 방배2동,4,806895,67
F,서울시 강서구 염창동,2,659390,52
F,서울시 도봉구 방학2동,12,29180982,43
F,서울시 서초구 방배3동,6,7628176,25
F,서울시 용산구 서빙고동,6,149680,24
F,서울시 동작구 흑석동,16,3463291,46
F,서울시 강서구 우장산동,17,898105,70
M,서울시 강남구 개포4동,19,5625998,34
M,서울시 구로구 구로4동,14,7177617,57
F,서울시 서초구 반포본동,9,955143,26
M,서울시 송파구 잠실본동,1,956606,25
M,서울시 송파구 삼전동,2,9300196,64
F,서울시 서초구 반포4동,10,579364,37
F,서울시 강동구 명일2동,3,554758,34
F,서울시 서대문구 남가좌1동,15,167951,22
F,서울시 강서구 화곡4동,4,5829565,51
M,서울시 관악구 청룡동,13,28438488,59
M,서울시 동작구 사당2동,8,3591268,54
F,서울시 용산구 청파동,19,23877522,69
F,서울시 강북구 수유1동,2,284553,26
M,서울시 관악구 난향동,7,129727,24
F,서울시 동대문구 청량리동,4,247742,35
M,서울시 구로구 수궁동,2,1213533,53
F,서울시 은평구 응암3동,12,542823,64
F,서울시 마포구 서교동,10,460681,40
F,서울시 동대문구 제기동,2,655268,48
M,서울시 중랑구 묵1동,11,609343,41
M,서울시 송파구 장지동,19,178026,66
M,서울시 성동구 행당1동,19,309961,30
F,서울시 구로구 구로2동,20,751697,59
F,서울시 종로구 사직동,3,861964,35
F,서울시 성동구 옥수동,1,6989722,41
F,서울시 강남구 논현2동,8,4324988,54
F,서울시 강서구 화곡1동,13,690985,49
M,서울시 구로구 고척1동,14,9335927,57
M,서울시 구로구 개봉3동,13,209568,54
M,서울시 금천구 시흥5동,13,533026,29
F,서울시 서초구 반포본동,3,863985,53
F,서울시 성동구 성수2가3동,2,5282435,56
M,서울시 금천구 독산2동,1,461398,50
F,서울시 서초구 방배2동,5,9983188,42
F,서울시 강북구 수유1동,17,16273143,62
M,서울시 동작구 흑석동,1,88358,39
F,서울시 동대문구 장안1동,2,655268,22
M,서울시 강남구 수서동,15,20577700,55
M,서울시 동작구 흑석동,1,817849,23
M,서울시 은평구 갈현1동,4,813238,62
F,서울시 송파구 문정2동,12,8017047,37
M,서울시 강서구 염창동,6,28640445,67
M,서울시 용산구 한남동,1,441424,29
F,서울시 양천구 목2동,9,105488,57
M,서울시 종로구 종로1가,8,354319957,40
M,서울시 노원구 하계1동,14,170762,54
M,서울시 서대문구 북아현동,12,4326015,48
M,서울시 금천구 독산3동,9,635268,63
M,서울시 강동구 강일동,23,383135873,20
M,서울시 동대문구 용신동,6,9253175,38
F,서울시 성북구 돈암1동,6,224893,60
M,서울시 마포구 대흥동,8,4973848,23
F,서울시 중랑구 신내1동,3,573120,59
M,서울시 금천구 양평1동,8,515430,34
F,서울시 강북구 번3동,4,554057,57
F,서울시 관악구 서림동,9,3070251,29
M,서울시 노원구 상계8동,4,6386194,42
M,서울시 동대문구 제기동,9,12701270,57
F,서울시 강남구 삼성2동,2,678555,44
F,서울시 서대문구 연희동,16,233148,58
F,서울시 중랑구 면목3동,8,947489,36
F,서울시 은평구 녹번동,5,1814699,40
M,서울시 구로구 구로4동,12,2104425,51
M,서울시 금천구 독산1동,10,11973271,63
M,서울시 용산구 한남동,16,713868,48
M,서울시 동대문구 용신동,14,908489,39
F,서울시 중랑구 신내2동,2,551779,30
F,서울시 금천구 여의동,17,2661621,58
M,서울시 양천구 신정6동,19,6470638,64
F,서울시 성북구 정릉2동,19,600256,70
F,서울시 은평구 녹번동,9,307365,52
F,서울시 송파구 풍납2동,12,159017,53
M,서울시 금천구 여의동,18,15354423,41
F,서울시 관악구 행운동,9,300760,55
F,서울시 양천구 신월2동,15,221883,64
F,서울시 강남구 수서동,15,689448,28
M,서울시 도봉구 방학1동,19,197868,33
M,서울시 강북구 삼양동,16,297012,54
M,서울시 양천구 목1동,16,1887234,42
F,서울시 동대문구 장안1동,13,3860266,41
F,서울시 중랑구 면목3동,15,25881913,47
M,서울시 강북구 삼양동,2,586175,43
F,서울시 노원구 상계2동,3,223091,46
F,서울시 금천구 도림동,6,633016,33
F,서울시 서초구 서초2동,3,388030,50
M,서울시 노원구 상계1동,17,323522,42
M,서울시 동대문구 장안2동,2,284825,63
F,서울시 관악구 중앙동,11,682794,60
M,서울시 노원구 월계2동,18,138448,45
M,서울시 중구 약수동,5,8429686,44
F,서울시 중구 소공동,15,9066969,52
F,서울시 강동구 천호3동,14,18457070,61
F,서울시 노원구 공릉2동,20,718045,26
M,서울시 중구 신당5동,5,355862656,71
M,서울시 동대문구 장안1동,6,13112688,37
M,서울시 관악구 행운동,9,653984,25
F,서울시 동대문구 이문1동,5,14898788,50
F,서울시 강동구 암사2동,17,88139,44
F,서울시 구로구 구로4동,11,8591724,29
M,서울시 구로구 개봉2동,12,159017,52
F,서울시 강서구 화곡본동,2,932612,46
M,서울시 관악구 은천동,4,903992,26
F,서울시 서초구 반포본동,3,851265,38
M,서울시 구로구 고척2동,8,925875,54
M,서울시 송파구 잠실3동,8,9130725,59
F,서울시 관악구 삼성동,9,543933,70
M,서울시 양천구 신월1동,7,510280,67
M,서울시 강서구 공항동,7,4130536,39
M,서울시 관악구 신림동,4,935740,53
F,서울시 노원구 하계2동,14,32292736,55
M,서울시 강서구 우장산동,14,12429400,36
F,서울시 도봉구 방학2동,7,976623,50
F,서울시 용산구 원효로2동,12,8394779,34
M,서울시 종로구 종로1가,5,397569,54
M,서울시 강서구 화곡2동,18,5350147,68
M,서울시 강동구 성내3동,5,136204,30
F,서울시 송파구 잠실4동,12,237324,43
F,서울시 강동구 천호3동,6,11992801,29
M,서울시 도봉구 창4동,4,422201,62
M,서울시 양천구 신정3동,5,9485402,43
F,서울시 강남구 도곡2동,1,197849,64
M,서울시 서초구 잠원동,6,374348,25
M,서울시 구로구 개봉2동,7,3885329,53
M,서울시 서초구 서초3동,9,103755,60
M,서울시 광진구 중곡2동,1,88358,40
M,서울시 광진구 화양동,11,6527095,22
F,서울시 은평구 응암3동,2,830306,49
F,서울시 강동구 길동,1,545252,29
M,서울시 송파구 거여1동,3,469779,48
M,서울시 용산구 한남동,4,815325,44
F,서울시 송파구 가락2동,18,6027400,44
F,서울시 중랑구 면목2동,10,379468,29
M,서울시 중랑구 망우본동,14,973030,24
F,서울시 강서구 가양2동,17,934361,33
F,서울시 성북구 삼선동,17,7335791,57
F,서울시 성동구 용답동,3,2286545,63
F,서울시 도봉구 창2동,3,834600,27
M,서울시 관악구 신사동,16,865417,51
M,서울시 강서구 등촌2동,3,292982,67
F,서울시 구로구 구로2동,15,221883,52
F,서울시 송파구 삼전동,12,8394779,65
M,서울시 노원구 월계2동,16,660909,43
F,서울시 은평구 녹번동,4,1546922,67
M,서울시 성동구 응봉동,15,4438877,41
F,서울시 광진구 자양1동,12,449695,48
F,서울시 금천구 신길5동,5,920543,38
M,서울시 마포구 합정동,4,277354,52
F,서울시 서초구 반포1동,12,749926,36
F,서울시 구로구 구로2동,18,6027400,36
M,서울시 서초구 잠원동,2,20848563,24
M,서울시 송파구 잠실6동,5,790274,45
M,서울시 강남구 도곡2동,19,509787,37
F,서울시 서초구 방배2동,2,330443,30
M,서울시 동작구 상도1동,21,508420,44
F,서울시 중랑구 상봉1동,12,7446825,57
F,서울시 강서구 발산1동,7,1937677,32
M,서울시 금천구 당산2동,17,970425,34
M,서울시 송파구 풍납1동,13,366580,44
F,서울시 강서구 화곡4동,6,465764,57
F,서울시 중랑구 중화2동,16,109065,37
F,서울시 성북구 월곡2동,17,870566,68
M,서울시 광진구 구의3동,24,280395,48
M,서울시 은평구 역촌동,16,865417,34
F,서울시 강남구 세곡동,15,25083,41
M,서울시 관악구 보라매동,8,232612,29
M,서울시 마포구 상암동,25,196050331,44
F,서울시 송파구 방이2동,10,702852,52
F,서울시 중랑구 신내1동,20,943821,32
M,서울시 강남구 개포4동,17,323522,44
M,서울시 성동구 행당2동,9,423188,53
F,서울시 금천구 시흥2동,6,356927,52
M,서울시 구로구 구로3동,19,904666,65
F,서울시 송파구 잠실4동,7,9035953,44
M,서울시 노원구 상계1동,1,3903130,70
M,서울시 강남구 도곡1동,6,97571,40
F,서울시 금천구 당산2동,17,471206,54
F,서울시 금천구 독산1동,14,799413,66
F,서울시 중랑구 신내2동,1,296263229,54
M,서울시 성동구 행당2동,11,21364304,35
F,서울시 용산구 청파동,11,65947,54
M,서울시 관악구 신림동,14,48441,42
M,서울시 양천구 목5동,14,4614120,48
F,서울시 광진구 자양4동,15,527308,56
M,서울시 관악구 난향동,7,9035953,68
M,서울시 성북구 돈암1동,5,769310,39
F,서울시 도봉구 방학2동,12,381251,42
F,서울시 동대문구 청량리동,8,4180972,57
F,서울시 강동구 명일1동,6,374348,67
M,서울시 도봉구 창4동,2,422201,54
M,서울시 송파구 풍납1동,12,775311,27
F,서울시 광진구 광장동,2,1814699,36
M,서울시 은평구 신사2동,10,3763050,27
F,서울시 광진구 광장동,4,370526801,58
F,서울시 강서구 염창동,7,125104,21
F,서울시 서대문구 홍2동,13,119959,23
F,서울시 노원구 상계9동,11,424046,42
F,서울시 강서구 화곡8동,5,610943,25
M,서울시 강동구 성내2동,10,2283534,27
F,서울시 중랑구 상봉2동,16,880439,63
F,서울시 금천구 시흥5동,11,369432,44
F,서울시 중구 약수동,5,33305,39
F,서울시 서초구 잠원동,5,274489,54
F,서울시 서초구 양재1동,7,552889,60
M,서울시 송파구 석촌동,3,40752,42
M,서울시 은평구 구산동,11,782187,48
F,서울시 송파구 삼전동,1,2908515,38
M,서울시 송파구 장지동,10,19512419,46
M,서울시 은평구 갈현1동,4,817250,39
F,서울시 관악구 보라매동,14,119959,36
F,서울시 서대문구 남가좌2동,11,307365,66
F,서울시 서대문구 홍은2동,5,924004,53
M,서울시 은평구 불광1동,5,1677656,71
M,서울시 동대문구 이문2동,15,25083,55
F,서울시 광진구 구의3동,6,18695,27
F,서울시 은평구 녹번동,8,761294,48
M,서울시 강북구 수유3동,10,103755,46
F,서울시 강남구 대치4동,18,237324,54
F,서울시 성북구 동선동,10,29180982,59
F,서울시 강북구 송천동,3,223356,55
M,서울시 서초구 잠원동,2,973499,37
F,서울시 동작구 대방동,7,16610469,25
F,서울시 종로구 사직동,6,9284969,41
F,서울시 동작구 사당2동,19,7185105,66
F,서울시 관악구 중앙동,3,3050938,60
M,서울시 서대문구 홍1동,9,818514,59
F,서울시 서초구 서초1동,10,5099584,44
M,서울시 관악구 보라매동,12,1461399,57
M,서울시 은평구 증산동,14,9335927,25
M,서울시 마포구 망원1동,5,8660337,45
F,서울시 서초구 방배2동,6,853782,42
F,서울시 강서구 발산1동,12,1248797,56
F,서울시 금천구 독산1동,17,1960557,35
F,서울시 양천구 신정4동,2,4893819,29
M,서울시 마포구 성산1동,8,137308,24
F,서울시 금천구 시흥5동,15,776140,42
M,서울시 은평구 불광1동,3,3903130,50
F,서울시 구로구 개봉1동,13,119959,41
F,서울시 송파구 거여2동,5,924004,38
M,서울시 강서구 가양3동,16,3539418,53
M,서울시 노원구 상계8동,11,29146508,37
F,서울시 중구 장충동,8,17001033,71
M,서울시 강서구 우장산동,13,170762,64
M,서울시 강북구 송중동,15,884270,35
F,서울시 광진구 자양4동,10,449695,53
F,서울시 강동구 둔촌2동,7,129646,48
F,서울시 중랑구 중화2동,3,3290306,71
F,서울시 송파구 오금동,3,330443,60
M,서울시 관악구 삼성동,1,579406,67
M,서울시 강남구 일원2동,7,3445147,51
M,서울시 구로구 오류2동,8,990657,33
F,서울시 서초구 서초2동,19,221500,38
F,서울시 강서구 발산1동,17,613192,60
M,서울시 강서구 발산1동,2,885277,42
M,서울시 관악구 서원동,10,170397,49
M,서울시 은평구 신사1동,6,266726,64
M,서울시 동작구 사당5동,21,7567561,56
M,서울시 중랑구 중화1동,14,848681,34
F,서울시 동작구 상도3동,8,915789,25
